a9b95532-6099-4f65-a766-cff627a4cec9	cmfa6oj510007j72lavyad223	DEPOSIT_BONUS	Бонус за депозит $80 (night)	4	fefb7a20-d660-44af-945b-104add59a8ae	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 17:54:02.881	2025-09-08 17:54:02.881	\N	\N	2025-09-09 06:00:00	NIGHT
2c8917ab-b62b-4434-98f9-7f93dcc5525a	cmfa6oj510007j72lavyad223	DEPOSIT_BONUS	Бонус за депозит $26 (night)	1.3	c5efce0a-48ba-46ee-8a58-dd0d3d0e1d07	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 17:58:32.372	2025-09-08 17:58:32.372	\N	\N	2025-09-09 06:00:00	NIGHT
725ae70c-3034-4eb6-b2a0-3eaf0e5c11d9	cmfa786eg0008j72lu3i3e5n8	DEPOSIT_BONUS	Бонус за депозит $56.5 (night)	2.825	3712df7a-ddf1-414c-8a8d-6d82eb64c07e	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 19:08:49.433	2025-09-08 19:08:49.433	\N	\N	2025-09-09 06:00:00	NIGHT
6820c13c-c236-4524-a3d2-033ba89ca80e	cmfa7qys7000aj72lp9pc245y	DEPOSIT_BONUS	Бонус за депозит $57.6 (night)	2.88	72345830-14c2-4896-b1e5-5b0e2f74cef7	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 19:23:02.059	2025-09-08 19:23:02.059	\N	\N	2025-09-09 06:00:00	NIGHT
f2802053-6e96-4ad8-95fc-cdba27498d5d	cmfa7qys7000aj72lp9pc245y	DEPOSIT_BONUS	Бонус за депозит $34.25 (night)	1.7125	2651e9e3-990c-4f24-a3b6-7147c0ad63a9	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 19:23:15.148	2025-09-08 19:23:15.148	\N	\N	2025-09-09 06:00:00	NIGHT
4e7631e7-e338-4eb4-837d-7d1e6b3ed4b0	cmfa786eg0008j72lu3i3e5n8	DEPOSIT_BONUS	Бонус за депозит $46.16 (night)	2.308	c7677f71-18bb-49b2-8189-5ce680147b25	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 20:03:42.707	2025-09-08 20:03:42.707	\N	\N	2025-09-09 06:00:00	NIGHT
af48969d-2dec-4bd9-8e53-5d74dcfed752	cmfa7qys7000aj72lp9pc245y	DEPOSIT_BONUS	Бонус за депозит $44.03 (night)	2.2015	e804b916-1b4d-4de0-9b05-bca6d073a65b	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 20:17:39.708	2025-09-08 20:17:39.708	\N	\N	2025-09-09 06:00:00	NIGHT
7392620c-1127-4c72-8653-e9f57d419949	cmfa786eg0008j72lu3i3e5n8	DEPOSIT_BONUS	Бонус за депозит $59.56 (night)	2.978	13ced145-d24a-40e5-b745-859781d7ee5b	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 20:34:59.537	2025-09-08 20:34:59.537	\N	\N	2025-09-09 06:00:00	NIGHT
7c8f785f-69cb-4122-a131-3e39d611fb30	cmfa7qys7000aj72lp9pc245y	DEPOSIT_BONUS	Бонус за депозит $71 (night)	3.55	cff46cee-473b-4261-aec8-64cb0ae52a45	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 20:37:13.608	2025-09-08 20:37:13.608	\N	\N	2025-09-09 06:00:00	NIGHT
7ace2eba-b245-4618-ba0d-0d68200a9108	cmfa786eg0008j72lu3i3e5n8	DEPOSIT_BONUS	Бонус за депозит $45 (night)	2.25	18707093-8b61-4408-ac63-a7d0c7701072	2025-09-08 06:00:00	\N	HELD	\N	\N	2025-09-08 20:48:06.648	2025-09-08 20:48:06.648	\N	\N	2025-09-09 06:00:00	NIGHT
23b6c4ac-5231-4cb3-9a55-f80f524296e0	cmfa786eg0008j72lu3i3e5n8	DEPOSIT_BONUS	Бонус за депозит $70.8 (night)	3.54	51f3f5a1-23c0-41b9-a23d-d05744439f10	2025-09-09 06:00:00	\N	HELD	\N	\N	2025-09-08 21:12:58.665	2025-09-08 21:12:58.665	\N	\N	2025-09-10 06:00:00	NIGHT
