2ce94042-cd93-4a78-9063-11c66e246a2b	Пополнение BroCard 	INCOME		#ef4444	f	2025-09-02 16:20:16.079	2025-09-02 16:20:16.079
0d590e6e-4bbe-4254-9914-33632479f7dc	Трафик	EXPENSE		#f97316	f	2025-09-02 16:20:30.091	2025-09-02 16:20:30.091
36642d8c-149c-486f-9f98-766399ab1aaa	Аккаунты	EXPENSE	Покупка аккаунтов	#ef4444	f	2025-09-03 17:26:33.9	2025-09-03 17:26:33.9
43faf3f4-c6c6-4bf4-b023-741d0bd0adb4	Домены	EXPENSE		#ef4444	f	2025-09-03 17:31:44.257	2025-09-03 17:31:44.257
c5c6e14c-430a-41d6-9ac9-88107e70a0d7	Хостинги	EXPENSE		#ef4444	f	2025-09-03 17:31:51.63	2025-09-03 17:31:51.63
1b98bff4-f9d2-45b3-a716-6fc91e638182	Креативы	EXPENSE		#ef4444	f	2025-09-03 17:32:21.174	2025-09-03 17:32:21.174
34c1cdb9-3713-4ffa-9f5f-47b447df702f	Канал TG	EXPENSE		#ef4444	f	2025-09-03 17:32:38.59	2025-09-03 17:32:38.59
f3a38b88-6046-4c5e-8b03-938b06cd499f	Боты	EXPENSE		#ef4444	f	2025-09-03 17:32:46.806	2025-09-03 17:32:46.806
2be10f9e-2de7-4148-bc9e-e0064c2dd3a9	накрутка подписчиков	EXPENSE		#ef4444	f	2025-09-03 17:32:56.773	2025-09-03 17:32:56.773
c0ce46c7-f754-45a9-bdaf-5234bd9beab1	Лендинг	EXPENSE		#ef4444	f	2025-09-03 17:33:13.224	2025-09-03 17:33:13.224
ef40fc40-0196-45ce-b71e-4d7666fa8e27	покупка канала	EXPENSE		#ef4444	f	2025-09-03 17:33:31.056	2025-09-03 17:33:31.056
a13c0258-c7ac-44ee-8caf-e2f6deaf62c0	реклама в пабликах	EXPENSE		#ef4444	f	2025-09-03 17:34:10.074	2025-09-03 17:34:10.074
12a42f2b-ea87-4636-94ff-2fc8e9cda67d	найм сотрудников	EXPENSE		#ef4444	f	2025-09-03 17:34:18.576	2025-09-03 17:34:18.576
8f928849-65ee-4d5c-88c5-141fb0628733	Выплаты учред	EXPENSE		#ef4444	f	2025-09-03 17:34:35.499	2025-09-03 17:34:35.499
4f0d02d1-d993-4dfa-b15b-fff352899323	возврат инвестиций	EXPENSE		#ef4444	f	2025-09-03 17:34:43.995	2025-09-03 17:34:43.995
06cfe200-c714-4561-bd7b-42e801eda9a7	tyver spy	EXPENSE		#ef4444	f	2025-09-03 17:35:17.391	2025-09-03 17:35:17.391
c4cb2796-68a8-4075-88d8-e96d58089f1c	Dolphin	EXPENSE		#ef4444	f	2025-09-03 17:35:27.945	2025-09-03 17:35:27.945
849993f4-7fa5-4b7c-8b67-7b451100efd1	Keitaro	EXPENSE		#ef4444	f	2025-09-03 17:35:34.435	2025-09-03 17:35:34.435
66fc753e-a8a7-499d-a7a3-8a391f647ec4	Серверы	EXPENSE		#ef4444	f	2025-09-03 17:35:43.891	2025-09-03 17:35:43.891
e9583c30-14a6-4b45-998f-85c4a658486e	Аванс	EXPENSE		#ef4444	f	2025-09-03 17:36:27.655	2025-09-03 17:36:27.655
283dd2b8-951e-4da9-bcf3-a85991934c56	Бонусы	EXPENSE		#ef4444	f	2025-09-03 17:36:33.406	2025-09-03 17:36:33.406
ec533ec5-ecf5-4e76-93ec-2ca2f67838d7	Зарплата (оклад)	EXPENSE		#ef4444	f	2025-09-03 17:36:48.533	2025-09-03 17:36:48.533
914080b2-fb25-4d9d-b679-832c352ff26a	Прокси	EXPENSE		#ef4444	f	2025-09-03 17:37:23.352	2025-09-03 17:37:23.352
ae57e812-b42f-444c-84d2-5b1a2b7232af	crm система	EXPENSE		#ef4444	f	2025-09-03 17:37:46.052	2025-09-03 17:37:46.052
0fcb035a-1935-471e-86dd-8f90627f0d1b	оплата AI	EXPENSE		#ef4444	f	2025-09-03 17:37:59.272	2025-09-03 17:37:59.272
a6276e12-746a-463d-b261-d20f673960f4	Выплаты Воркерам	EXPENSE		#ef4444	f	2025-09-03 17:38:31.874	2025-09-03 17:38:31.874
\.


